"Departamento","Localidad"
CAUCETE,BALDE DE LEYES
CAUCETE,EL CHUPINO
CAUCETE,SAN CARLOS
VALLE FERTIL,PASO DE LAMAS
VALLE FERTIL,PIEDRA BLANCA
VALLE FERTIL,PIEDRA RAJADA
VALLE FERTIL,PILA DE MACHO
VALLE FERTIL,PORTEZUELO LAS CHILCAS
VALLE FERTIL,PORTEZUELO LAS FRANCAS
VALLE FERTIL,POZO DE AGUADITA
VALLE FERTIL,PTO CHANQUIA
VALLE FERTIL,PTO CHAVEZ
VALLE FERTIL,PTO GORDILLO
VALLE FERTIL,PTO HUASI
VALLE FERTIL,PTO LIMA
VALLE FERTIL,PTO ROMERO
VALLE FERTIL,PTO SAN ISIDRO
VALLE FERTIL,PTO VEGA
VALLE FERTIL,PUERTA DE LA CHILCA
VALLE FERTIL,PUNTA BLANCA
VALLE FERTIL,PUNTA NORTE
VALLE FERTIL,REFUGIO
VALLE FERTIL,RICHARD
VALLE FERTIL,RINCON CHICO
VALLE FERTIL,RINCON GRANDE
VALLE FERTIL,SANJUANINO
VALLE FERTIL,AGUA ESCONDIDA
VALLE FERTIL,LA HUERTA
VALLE FERTIL,LA MESADA
VALLE FERTIL,LAS DELICIAS
VALLE FERTIL,LAS TUMANAS
VALLE FERTIL,LOS BALDES
VALLE FERTIL,TUMANAS
VALLE FERTIL,CIENAGA
VALLE FERTIL,CERRO ASILAN
VALLE FERTIL,CERRO LA COLORADA
VALLE FERTIL,CERRO TRES PUNTAS
VALLE FERTIL,CONDOR MUERTO
VALLE FERTIL,ESTANCIA BAJO DE LAS TUMANAS
VALLE FERTIL,ESTANCIA EL CHAÑAR NUEVO
VALLE FERTIL,ESTANCIA EL JUMEAL
VALLE FERTIL,ESTANCIA LA FLORIDA
VALLE FERTIL,ESTANCIA LA LATA
VALLE FERTIL,ESTANCIA QUIROGA
VALLE FERTIL,ESTANCIA RIO VERDE
VALLE FERTIL,ESTANCIA SAN ROQUE
VALLE FERTIL,ESTANCIA EL POLEAR
VALLE FERTIL,ESTANCIA ELIZONDO
VALLE FERTIL,PIEDRA COLORADA
VALLE FERTIL,YERBA BUENA
VALLE FERTIL,TAMBERIAS
VALLE FERTIL,SANTO DOMINGO
VALLE FERTIL,SARMIENTO
VALLE FERTIL,ESTANCIA EL MOLINO
VALLE FERTIL,ESTANCIA LA ESCALERA
VALLE FERTIL,LAS YEGUAS
VALLE FERTIL,LOMA ANCHA
VALLE FERTIL,LOMA DE COCHO
VALLE FERTIL,LOMA LEONES
VALLE FERTIL,LOS LAGARES
VALLE FERTIL,NAQUERA
VALLE FERTIL,MILAGRO
VALLE FERTIL,MORTERITO
VALLE FERTIL,PAMPA DE LOS CABALLOS
VALLE FERTIL,PAMPA GRANDE
VALLE FERTIL,PASO DE FERREIRA
VALLE FERTIL,LA ESQUINA
VALLE FERTIL,LA ORQUETA
VALLE FERTIL,LA CARPA
VALLE FERTIL,LA CERCADA
VALLE FERTIL,LA CIENAGUITA
VALLE FERTIL,LA CRUZ
VALLE FERTIL,CORRAL DE PIRCA
VALLE FERTIL,CUESTA VIEJO
VALLE FERTIL,CULEBRA
VALLE FERTIL,DOS MOJONES
VALLE FERTIL,EL BARRIALITO
VALLE FERTIL,EL LECHUZO
VALLE FERTIL,EL PLUMERITO
VALLE FERTIL,EL RINCON
VALLE FERTIL,EL SALTO
VALLE FERTIL,EST DE HERRERA VEGAS
VALLE FERTIL,EST MARAYES
VALLE FERTIL,FILO DEL MOCHO
VALLE FERTIL,BALDES DEL TARABAY
VALLE FERTIL,BARREALITO
VALLE FERTIL,CUCHILLAZO
VALLE FERTIL,EL GIGANTILLO
VALLE FERTIL,LOS BALDES DE ASTICA
VALLE FERTIL,SIERRA DE ELIZONDO
VALLE FERTIL,FINCA DEL JAPONES
VALLE FERTIL,ICHIGUALASTO
VALLE FERTIL,ISCHIGUALASTO
VALLE FERTIL,JARILLA CHICA
VALLE FERTIL,JUNTAS DEL GUANDACOL
VALLE FERTIL,LA PENCA
VALLE FERTIL,LA RIPIERA
VALLE FERTIL,LA ROSITA
VALLE FERTIL,LA SAL
VALLE FERTIL,LAPRIDA
VALLE FERTIL,LAS HERMANAS
VALLE FERTIL,LAS JUNTAS
VALLE FERTIL,LAS RAMADITAS
VALLE FERTIL,LOS PORONGOS
VALLE FERTIL,LOS SANCHEZ
VALLE FERTIL,MESADA AGUADA
VALLE FERTIL,MICA
VALLE FERTIL,CHUCUMA
VALLE FERTIL,AGUA CERCADA
VALLE FERTIL,BALDE PLUMERITO
VALLE FERTIL,BALDE SAN CARLOS
VALLE FERTIL,BARRANCA COLORADA
VALLE FERTIL,CAÑADA DE LAGUNA
VALLE FERTIL,CAÑADA DEL POZO
VALLE FERTIL,CASA DE JAVIER
VALLE FERTIL,CHANCHOS
VALLE FERTIL,CHICA NEGRA
VALLE FERTIL,SAN AGUSTIN DEL VALLE FERTIL
VALLE FERTIL,AGUANGO
VALLE FERTIL,BALDE DEL NORTE
VALLE FERTIL,BALDE DEL ROSARIO
VALLE FERTIL,BALDECITO
VALLE FERTIL,BALDECITO DEL MORADO
VALLE FERTIL,LA RAMADA
VALLE FERTIL,LAS HIGUERITAS
VALLE FERTIL,LOMA NEGRA
VALLE FERTIL,LOMAS BLANCAS
VALLE FERTIL,LOS BALDECITOS
VALLE FERTIL,SIERRA DE RIVERO
VALLE FERTIL,USNO
VALLE FERTIL,VILLA CARLOTA
VALLE FERTIL,YOCA
VALLE FERTIL,LA MAJADITA
VALLE FERTIL,BALDES DE LA CHILCA
VALLE FERTIL,BALDES DEL SUD
VALLE FERTIL,CABEZA DEL TORO
VALLE FERTIL,CHAÑAR
VALLE FERTIL,EL PUERTO
VALLE FERTIL,LA CIENEGUITA
VALLE FERTIL,LA COLONIA
VALLE FERTIL,LOS BARRIALES
VALLE FERTIL,LOS CHAVES
VALLE FERTIL,LOS MOLLES
VALLE FERTIL,LOS RINCONES
VALLE FERTIL,MEDANO COLORADO
VALLE FERTIL,PAPAGAYOS
VALLE FERTIL,RINCONES
VALLE FERTIL,SAN ANTONIO
VALLE FERTIL,SIERRA DE CHAVEZ
SARMIENTO,COLONIA FISCAL SARMIENTO
ZONDA,ZONDA
"25 DE MAYO",VILLA SANTA ROSA
ANGACO,PUNTA DEL MONTE
ANGACO,EL BOSQUE
"9 DE JULIO",LAS CHACRITAS
IGLESIA,LAS FLORES
JACHAL,HUACO
JACHAL,JACHAL
JACHAL,LA VALENTINA
JACHAL,LAS CIENAGAS VERDES
JACHAL,LA CIENAGA DE CUMILLANGO
JACHAL,LA ESQUINA
JACHAL,LA ESTACA
JACHAL,LA LEGUA
JACHAL,LAS ESPINAS
JACHAL,LA TOMA
JACHAL,LAS PUESTAS
JACHAL,LOMA NEGRA
JACHAL,CAMPO LAS LIEBRES
JACHAL,BARRANCA DE LOS LOROS
JACHAL,BARRANCAS BLANCAS
JACHAL,CAMPO LOS POZOS
JACHAL,CASA VIEJA
JACHAL,AGUA DE LA ZORRA
JACHAL,ALGARROBO DEL CURA
JACHAL,ASCHICHUSCA
JACHAL,MINA SAN ANTONIO
JACHAL,PASLEAM
JACHAL,PASO DE OTAROLA
JACHAL,PIEDRA PARADA
JACHAL,PO DE USNO
JACHAL,PORTON GRANDE
JACHAL,PTO AG DEL BURRO
JACHAL,PTO AGUADITA
JACHAL,PTO AGUADITA DE ABAJO
JACHAL,PTO DURAZNO
JACHAL,PTO LA ESPINA
JACHAL,PTO LA REPRESA
JACHAL,PTO LA VIRGENCITA
JACHAL,PTO LOS ALAMOS
JACHAL,PTO PAJARITO
JACHAL,PTO POTRERILLO
JACHAL,PTO MAJADITA
JACHAL,PTO PANTANITO
JACHAL,PTO PESCADO
JACHAL,PTO PIMPA
JACHAL,PTO PUNILLA
JACHAL,PTO SABATO
JACHAL,PTO SEGOVIA
JACHAL,PTO VALLECITO
JACHAL,PTO VAREJON
JACHAL,PTO ANJULIO
JACHAL,TERMAS AGUA HEDIONDA
JACHAL,TERMAS DE AGUA NEGRA
JACHAL,TRAVESIA DE MOGNA
JACHAL,TUMINICO
JACHAL,CHAÑAR PINTADO
JACHAL,CHEPICAL
JACHAL,CERRO ASPERO
JACHAL,CERRO DE LOS CABALLOS
JACHAL,CERRO LA CAÑADA AMARILLA
JACHAL,INDIO MUERTO
JACHAL,GUACHIPAMPA
JACHAL,EL QUEMADO
JACHAL,EL SALITRE
JACHAL,EL TAPON
JACHAL,EL TREINTA
JACHAL,EST NIQUIVIL
JACHAL,HOSTERIA EL BALDE
JACHAL,DIQUE CAUQUENES
JACHAL,EL CHACRERO
JACHAL,EL CHAMIZUDO
JACHAL,EL CORRALITO
JACHAL,EL JABONCITO
JACHAL,EL MEDANO
JACHAL,LOS PUESTOS
JACHAL,LOS TERREMOTOS
JACHAL,MINA DE GUACHI
JACHAL,MINA EL ALGARROBO
JACHAL,MINA EL PESCADO
JACHAL,MINA ESCONDIDA
JACHAL,MINA GENERAL BELGRANO
JACHAL,MINA LA ABUNDANCIA
JACHAL,MINA LA DELFINA
JACHAL,PTO TRAPICHE
JACHAL,PTO CUMILLANGO
JACHAL,PTO EL ARBOL LIGUDO
JACHAL,PTO EL SARCO
JACHAL,PTO EL TORO
JACHAL,PTO FIGUEROA
JACHAL,PTO LA CHILCA
JACHAL,CERRO NEGRO
JACHAL,COLANQUI
JACHAL,CRUZ DE PIEDRA
JACHAL,LOS HORNOS
JACHAL,LOS RANCHOS
JACHAL,OTRA BANDA
JACHAL,VILLA
JACHAL,VOLCAN
JACHAL,MINA LA ESPERANZA
JACHAL,MINA LA SALAMANTA
JACHAL,MINA LOS CABALLOS
JACHAL,MINA MONTOSA
JACHAL,AGUA DE LOS CABALLOS
JACHAL,BELLA VISTA
JACHAL,FINCA EL MOLINO
JACHAL,LA CHILCA
JACHAL,LA OVERA
JACHAL,RINCON
JACHAL,RIO PALO
JACHAL,SIERRA BILLICUM
JACHAL,TRANCAS
JACHAL,RINCON COLORADO
JACHAL,RINCON DEL GATO
JACHAL,TAP GALLARDO
JACHAL,PTO LA CORTADERA
JACHAL,PTO LA TUNA
JACHAL,PTO LOS POZOS
JACHAL,PTO PERICO
JACHAL,PTO PORTEZUELO HONDO
JACHAL,PTO RECREO
JACHAL,CERRO LAJITAS
JACHAL,CERRO NEGRO DEL CORRAL
JACHAL,CERRO POTRERO
JACHAL,CERRO CABALLO ANCA
JACHAL,CERRO COLORADO
JACHAL,CERRO EL DURAZNO
JACHAL,CERRO IMAN
JACHAL,BOCA DE LA QUEBRADA
JACHAL,AGUADITAS
JACHAL,OJOS DE AGUA
JACHAL,EL BUEN RETIRO
JACHAL,LOS QUIMBALETES
JACHAL,PANACAN
JACHAL,VILLA MERCEDES
JACHAL,AGUADA DE LA PEÑA
JACHAL,AGUADITAS DEL RIO JACHAL
JACHAL,AGUAS DEL PAJARO
JACHAL,ALCAUCHA
JACHAL,ENTRE RIOS
JACHAL,GRAN CHINA
JACHAL,GUAJA
JACHAL,HUERTA DE GUACHI
JACHAL,LA FALDA
JACHAL,PIMPA
JACHAL,TAMBERIAS
JACHAL,SAN ISIDRO
JACHAL,ALTO HUACO
JACHAL,PASO DEL LAMAR
JACHAL,PUNTA DE AGUA
JACHAL,LA CIENAGA
JACHAL,EL FICAL
IGLESIA,RODEO
IGLESIA,BAÑOS PISMANTA
IGLESIA,LA MARAL
IGLESIA,LA MORAL
IGLESIA,CERRO NEGRO
IGLESIA,COLOLA
IGLESIA,GUAÑIZUL
IGLESIA,TOTORALITO
IGLESIA,LA CAÑADA
"25 DE MAYO",LA CHIMBERA
IGLESIA,ANGUALASTO
IGLESIA,TERMAS CENTENARIO
IGLESIA,TOCOTA
IGLESIA,TRES QUEBRADITAS
IGLESIA,TUTIANCA
IGLESIA,VALLE DEL CURA
IGLESIA,VENILLO
IGLESIA,QUILINQUIL
IGLESIA,REFUGIO
IGLESIA,RINCON DE LA BREA
IGLESIA,RINCON DE LA OLLITA
IGLESIA,RINCON DE LOS CHINCHILLEROS
IGLESIA,RUINAS INDIGENAS
IGLESIA,TAMBERIAS
IGLESIA,LAS CUEVAS
IGLESIA,LAS HIGUERAS
IGLESIA,LAS PEÑITAS
IGLESIA,LOMAS BLANCAS
IGLESIA,LOS COGOTES
IGLESIA,LOS LOROS
IGLESIA,PO DEL INCA
IGLESIA,PO LAS TORTOLAS
IGLESIA,PORTEZUELO SAN GUILLERMO
IGLESIA,PORTEZUELO DE LA PUNILLA
IGLESIA,PORTEZUELO LAS CARACACHAS
IGLESIA,PORTEZUELO SANTA ROSA
IGLESIA,POTREROS LOS AMADORES
IGLESIA,PTO GEN
IGLESIA,PUERTA DEL INFIERNILLO
IGLESIA,BAÑOS CENTENARIO
IGLESIA,BELLA VISTA
IGLESIA,ACERILLOS
IGLESIA,AGUA DE LA ZANJA
IGLESIA,ARREQUINTIN
IGLESIA,BAÑOS DE SAN CRISPIN
IGLESIA,BAÑOS DE LOS DESPOBLADOS
IGLESIA,CAJON DE LOS TAMBILLOS
IGLESIA,CARRIZALITO
IGLESIA,CACHO ANCHO
IGLESIA,CHAMPONES
IGLESIA,CHAPARRO
IGLESIA,CHIGUA DE ABAJO
IGLESIA,CIENAGUILLOS
IGLESIA,CERRO LAS YEGUAS
IGLESIA,CERRO BOLEADORA
IGLESIA,CERRO BRAVO
IGLESIA,CERRO CORTADERA
IGLESIA,LA CHIGUA
IGLESIA,MACLACASTO
IGLESIA,MALIMAN
IGLESIA,TERMA PISMANTA
IGLESIA,MANANTIALES
IGLESIA,BUENA ESPERANZA
IGLESIA,CAMPANARIO NUEVO
IGLESIA,CAÑADA
IGLESIA,CHISNASCO
IGLESIA,COLANGUIL
IGLESIA,EL CARRIZAL
IGLESIA,EL CHINGUILLO
IGLESIA,FIERRO
IGLESIA,FIERRO NUEVO
IGLESIA,FIERRO VIEJO
IGLESIA,FINCA EL TORO
IGLESIA,HACHANGO
IGLESIA,HUAÑIZUIL
IGLESIA,HUESO QUEBRADO
IGLESIA,EL SALADO
IGLESIA,CERRO DEL GUANACO
IGLESIA,CERRO DEL SALADO
IGLESIA,CERRO EL BRONCE
IGLESIA,CERRO EL CEPO
IGLESIA,CERRO EL FRANCES
IGLESIA,CERRO ESPANTAJO
IGLESIA,CERRO HEDIONDO
IGLESIA,CERRO IMAN
IGLESIA,CERRO JOAQUIN
IGLESIA,CERRO DEL COQUIMBITO
IGLESIA,CERRO  D  L  BAÑITOS
IGLESIA,CERRO DE CONCONTA
IGLESIA,CERRO DE DOLORES
IGLESIA,CERRO DE LA CUESTA DEL VIENTO
IGLESIA,CERRO DE LOS BURROS
IGLESIA,CERRO DEL AGUA DE LAS VACAS
IGLESIA,CERRO DEL ALUMBRE
IGLESIA,CERRO DEL CACHIYUYAL
IGLESIA,CERRO NEGRO DE CHITA
IGLESIA,CERRO NICO
IGLESIA,CERRO OCUCAROS
IGLESIA,CERRO PATA DE INDIO
IGLESIA,CERRO PINTADO
IGLESIA,CERRO POTRERITO DE AGUA BLANCO
IGLESIA,CERRO SENDA AZUL
IGLESIA,CERRO LA BOLSA
IGLESIA,CERRO LA ORTIGA
IGLESIA,CERRO LAS MULITAS
IGLESIA,CERRO LAVADEROS
IGLESIA,CERRO LOS MOGOTES
IGLESIA,CERRO SILVO
IGLESIA,CERRO ALTO DEL DESCUBRIMIENTO
IGLESIA,CERRO AMARILLO
IGLESIA,CERRO CABALLO BAYO
IGLESIA,CERRO COLORADO
IGLESIA,CERRO DE LA SEPULTURA
IGLESIA,CERRO LAGUNITA
IGLESIA,CERRO LAS RAICES
IGLESIA,CERRO LOS POZOS
IGLESIA,CERRO SILVIO
IGLESIA,CONCOTA
IGLESIA,DIVISADERO DE LA MUJER HELADA
IGLESIA,EL RETIRO
IGLESIA,JAGUELITO
IGLESIA,JARILLITO
IGLESIA,JUNTA DE SANTA ROSA
IGLESIA,JUNTAS DE LA JARILLA
IGLESIA,JUNTAS DE LA SAL
IGLESIA,JUNTAS DEL FRIO
IGLESIA,LA ANGOSTURA
IGLESIA,LA ESTRECHURA
IGLESIA,LAS CASITAS
IGLESIA,LOS PENITENTES
IGLESIA,LOS SAPITOS
IGLESIA,MAIPIRINQUI
IGLESIA,MAJADITA
IGLESIA,MALIMAN ARRIBA
IGLESIA,MALIMAN DE ABAJO
IGLESIA,MINA DE LAS CARACHAS
IGLESIA,MONDACA
IGLESIA,OJOS DE AGUA
IGLESIA,PASO DEL AGUA NEGRA
IGLESIA,PEÑASCO COLORADO
IGLESIA,PEÑASQUITO
IGLESIA,PIEDRAS BLANCAS
IGLESIA,PIRCAS BLANCAS
IGLESIA,PIRCAS NEGRAS
IGLESIA,PISMANIA
IGLESIA,PO CAJON DE LA BREA
IGLESIA,PO DEL CHOLLAY
JACHAL,PAMPA DEL CHAÑAR
JACHAL,PAMPA VIEJA
POCITO,QUINTO CUARTEL
RAWSON,EL MEDANITO
RAWSON,MEDANO DE ORO
RIVADAVIA,LA BEBIDA
SANTA LUCIA,COLONIA RICHET
SANTA LUCIA,LA LEGUA
SARMIENTO,LAS LAGUNAS
VALLE FERTIL,ASTICA
VALLE FERTIL,SAN JUAN BAUTISTA USNO
IGLESIA,IGLESIA
CALINGASTA,LA ISLA
IGLESIA,TUDCUM
SANTA MARIA,SANTA MARIA
SANTA MARIA,SAN JOSE
SANTA MARIA,CHAÑAR PUNCO
SANTA MARIA,LA LOMA
SANTA MARIA,FAMATANCA
SANTA MARIA,LAS MOJARRAS
BELEN,LA PUNTILLA
SANTA MARIA,BUEY MUERTO
SANTA MARIA,CERRO COLORADO
SANTA MARIA,CIENAGA
SANTA MARIA,DESRUMBE
SANTA MARIA,EL RECREO
SANTA MARIA,LA CAMPANA
SANTA MARIA,LA HOYADA
SANTA MARIA,PALO SECO
SANTA MARIA,SAN JOSE BANDA
SANTA MARIA,YAPES
SANTA MARIA,SAN JOSE NORTE
SANTA MARIA,TOROYACO
SANTA MARIA,SAN ANTONIO DEL CAJON
SANTA MARIA,TOTORILLA
SANTA MARIA,FAMABALASTRO
SANTA MARIA,IAPES
SANTA MARIA,JULIPAO
SANTA MARIA,LA OLLADA
SANTA MARIA,LA QUEBRADA
SANTA MARIA,ANDALHUALA
SANTA MARIA,BANDA
SANTA MARIA,CAMPITOS
SANTA MARIA,CASPINCHANGO
SANTA MARIA,CASA DE PIEDRA
SANTA MARIA,CERRILLOS
SANTA MARIA,CHAFIÑAN
SANTA MARIA,EL ARROYO
SANTA MARIA,CORRAL VIEJO
SANTA MARIA,AGUA AMARILLA LA HOYADA
SANTA MARIA,AGUA AMARILLA PTA DE BALASTO
SANTA MARIA,AMPAJANGO
SANTA MARIA,EL BALDE
SANTA MARIA,EL CAJON
SANTA MARIA,EL CALCHAQUI
SANTA MARIA,EL CERRITO
SANTA MARIA,EL DESMONTE
SANTA MARIA,EL MEDANITO
SANTA MARIA,EL TRAPICHE
SANTA MARIA,EL ZARZO
SANTA MARIA,ENTRE RIOS
SANTA MARIA,ESTANCIA VIEJA
SANTA MARIA,LA SOLEDAD
SANTA MARIA,LOS POZUELOS
SANTA MARIA,LOS SALTOS
SANTA MARIA,MEDANITO
SANTA MARIA,OVEJERIA
SANTA MARIA,PAJANGUILLO
SANTA MARIA,PALOMA YACO
SANTA MARIA,PIE DEL MEDANO
SANTA MARIA,PUNTA DE BALASTO
SANTA MARIA,EL TESORO
SANTA MARIA,LORO HUASI
SANTA MARIA,LAMPASITO
SANTA MARIA,FUERTE QUEMADO
EL ALTO,BREA CHIMPANA
LA PAZ,CORRALITOS
LA PAZ,EL VALLECITO
EL ALTO,ALBIGASTA
EL ALTO,PUESTO LOS GOMEZ
LA PAZ,EL BARRIALITO
LA PAZ,ANCASTILLO
LA PAZ,ANJULI
LA PAZ,EL CENTENARIO
LA PAZ,LA RENOVACION
LA PAZ,LAS IGUANAS
LA PAZ,LAS PALMITAS
LA PAZ,LAS TEJAS
LA PAZ,LOS CORDOBESES
LA PAZ,PALO PARADO
LA PAZ,PUESTO DE LOS MORALES
LA PAZ,GARZON
LA PAZ,CANDELARIA
EL ALTO,LA QUEBRADA
EL ALTO,EL ALTO
EL ALTO,GUAYAMBA
EL ALTO,EL RODEITO
EL ALTO,EL ROSARIO
EL ALTO,EL SIMBOL
EL ALTO,EL VALLECITO
EL ALTO,ESTANZUELA
EL ALTO,ICHIPUCA
EL ALTO,ILOGA
EL ALTO,INACILLO
EL ALTO,INFANZON
EL ALTO,LOS PEDRAZAS
EL ALTO,LAS TAPIAS
EL ALTO,LAS TRANCAS
EL ALTO,LAS TRILLAS
EL ALTO,LINDERO
EL ALTO,LOS CISTERNAS
EL ALTO,LOS MORTEROS
EL ALTO,LOS ORTICES
EL ALTO,MINA DAL
EL ALTO,NOGALITO
EL ALTO,LAS MINAS
EL ALTO,ACHALCO
EL ALTO,AYAPASO
EL ALTO,BARRANQUITAS
EL ALTO,BEBIDA
EL ALTO,BELLA VISTA
EL ALTO,CHAÑAR LAGUNA
EL ALTO,KILOMETRO 1093
EL ALTO,LA CALERA
EL ALTO,LA CALERA DEL SAUCE
EL ALTO,LA ESTANCIA
EL ALTO,LA ESTANZUELA
EL ALTO,LA HUERTA
EL ALTO,LAS JUSTAS
EL ALTO,LAS LOMITAS
EL ALTO,ORELLANO
EL ALTO,OYOLA
EL ALTO,POZO GRANDE
EL ALTO,PUEBLITO
EL ALTO,RIO DE AVILA
EL ALTO,RIO DE LA PLATA
EL ALTO,SAN JERONIMO
EL ALTO,SAN VICENTE
EL ALTO,SAUCE HUACHO
EL ALTO,SOLEDAD
EL ALTO,SUCUMA
EL ALTO,SURUIPIANA
ANCASTI,EL TACO
EL ALTO,TALEGA
EL ALTO,TAPSO
EL ALTO,TINTIGASTA
EL ALTO,VILISMAN
LA PAZ,ALBIGASTA
LA PAZ,LOS ALAMOS
LA PAZ,LOS CORRALES
LA PAZ,LOS NOGALES
CAPITAL,SAN FDO DEL VALLE DE CATAMARCA
CAPITAL,PEÑON
CAPITAL,PAYABUAYCA
CAPITAL,SAUCE
CAPITAL,LAS VARITAS
CAPITAL,LAZARETO
CAPITAL,LOMA CORTADA
CAPITAL,RIO DEL TALA
CAPITAL,VILLA CUBAS
CAPITAL,VILLA PARQUE CHACABUCO
CAPITAL,BANDA VARELA
CAPITAL,CHACABUCO
CAPITAL,LA AGUADA
CAPITAL,LA BREA
CAPITAL,LA CALERA
CAPITAL,LA CHACARITA
CAPITAL,LA CHACARITA DE LOS PADRES
ANCASTI,CANDELARIA
ANCASTI,ANQUINCILA
ANCASTI,BREA
ANCASTI,CABRERA
ANCASTI,CALACIO
ANCASTI,CALERA
ANCASTI,CAÑADA DE IPIZCA
ANCASTI,CAÑADA DE PAEZ
ANCASTI,CAÑADA LARGA
ANCASTI,LA ESTANCITA
ANCASTI,GUANACO
ANCASTI,HIGUERA DEL ALUMBRE
ANCASTI,IPIZCA
ANCASTI,LA AGUADITA
ANCASTI,LA BARROSA
ANCASTI,LA BEBIDA
ANCASTI,LA ESTANCIA
ANCASTI,LA FALDA
ANCASTI,LA HIGUERITA
ANCASTI,SAUCE DE LOS CEJAS
ANCASTI,SAUCE HUACHO
ANCASTI,TACANA
ANCASTI,TACO DE ABAJO
ANCASTI,TOTORAL
ANCASTI,YERBA BUENA
ANCASTI,ACOSTILLA
ANCASTI,AGUA DEL SIMBOL
ANCASTI,AGUA LOS MATOS
ANCASTI,ALTO DEL ROSARIO
ANCASTI,AMANA
ANCASTI,ANCASTI
ANCASTI,CASA ARMADA
ANCASTI,CASA DE LA CUMBRE
ANCASTI,CASA VIEJA
ANCASTI,CHACRITAS
ANCASTI,CONCEPCION
ANCASTI,CORRAL DE PIEDRA
ANCASTI,CORRAL VIEJO
ANCASTI,CORRALITO
ANCASTI,EL ARBOLITO
ANCASTI,EL ARENAL
ANCASTI,EL BARREAL
ANCASTI,EL CERCADO
ANCASTI,EL CEVILARCITO
ANCASTI,EL CHAÑARAL
ANCASTI,EL CHORRO
ANCASTI,EL MOJON
ANCASTI,EL MOLLAR
ANCASTI,EL POTRERO DE LOS CORDOBA
ANCASTI,EL POZO
ANCASTI,EL QUEBRACHAL
ANCASTI,EL SALTITO
ANCASTI,EL SAUCE
ANCASTI,EL SAUCE IPIZCA
ANCASTI,EL TOTORAL
ANCASTI,EL VALLECITO
ANCASTI,EL ZAPALLAR
ANCASTI,ESTANCIA
ANCASTI,ESTANCIA VIEJA
ANCASTI,LA HUERTA
ANCASTI,LA MESADA
ANCASTI,LA PEÑA
ANCASTI,LA TIGRA
ANCASTI,LAS BARRANCAS
ANCASTI,LAS BARRANCAS CASA ARMADA
ANCASTI,LAS CHACRAS
ANCASTI,LAS CUCHILLAS
ANCASTI,LAS CUCHILLAS DEL AYBAL
ANCASTI,LAS TAPIAS
ANCASTI,LAS TUNAS
ANCASTI,LOMA SOLA
ANCASTI,LOS BULACIO
ANCASTI,LOS HUAYCOS
ANCASTI,LOS MOGOTES
ANCASTI,LOS MOLLES
ANCASTI,LOS MORTEROS
ANCASTI,LOS PIQUILLINES
ANCASTI,MAJADA
ANCASTI,NAVAGUIN
ANCASTI,OJO DE AGUA
ANCASTI,PEÑAFLOR
ANCASTI,POTRERO
ANCASTI,QUEBRACHO
ANCASTI,RIO LOS MOLINOS
ANCASTI,SAN ANTONIO
ANCASTI,SAN JOSE
ANCASTI,SAN MARTIN
ANCASTI,SANTA GERTRUDIS
ANTOFAGASTA DE LA SIERRA,ANTOFAGASTA DE LA SIERRA
ANTOFAGASTA DE LA SIERRA,BALSA
ANTOFAGASTA DE LA SIERRA,CUMBRE DEL LAUDO
ANTOFAGASTA DE LA SIERRA,GENTILE
ANTOFAGASTA DE LA SIERRA,ROSARIO DEL SUMALAO
ANTOFAGASTA DE LA SIERRA,TACAHUASI
ANTOFAGASTA DE LA SIERRA,TORO MUERTO
ANTOFAGASTA DE LA SIERRA,VEGA CURUTU
ANTOFAGASTA DE LA SIERRA,VEGA TAMBERIA
ANTOFAGASTA DE LA SIERRA,AGUADITA
ANTOFAGASTA DE LA SIERRA,MINA INCA HUASI
VALLE VIEJO,HUAYCAMA
VALLE VIEJO,POZO DEL MISTOL
FRAY MAMERTO ESQUIU,SIERRA BRAVA
FRAY MAMERTO ESQUIU,COLLAGASTA
FRAY MAMERTO ESQUIU,EL DESMONTE
FRAY MAMERTO ESQUIU,OCHO VADOS
FRAY MAMERTO ESQUIU,POMANCILLO
FRAY MAMERTO ESQUIU,SAN ANTONIO DE P BLANCA
VALLE VIEJO,LAS ESQUINAS
VALLE VIEJO,LAS TEJAS DE VALLE VIEJO
VALLE VIEJO,MOTA BOTELLO
VALLE VIEJO,PORTEZUELO
VALLE VIEJO,ROSARIO DEL SUMALAO
VALLE VIEJO,SANTA CRUZ
VALLE VIEJO,TALA
VALLE VIEJO,TIORCO
VALLE VIEJO,ZANJA
VALLE VIEJO,CHAÑARCITO
VALLE VIEJO,ESTANQUE
VALLE VIEJO,PAMPA
VALLE VIEJO,SEBILA
VALLE VIEJO,AGUA COLORADA
VALLE VIEJO,ANTAPOCA
VALLE VIEJO,LA ESTRELLA
VALLE VIEJO,TRES PUENTES
VALLE VIEJO,VILLA MACEDO
FRAY MAMERTO ESQUIU,SAN ANTONIO FRAY M ESQUIU
FRAY MAMERTO ESQUIU,SAN JOSE DE PIEDRA BLANCA
FRAY MAMERTO ESQUIU,EL HUECO
AMBATO,LA PUERTA
AMBATO,COLPES
AMBATO,LOS VARELA
FRAY MAMERTO ESQUIU,LA CARRERA
FRAY MAMERTO ESQUIU,VILLA LAS PIRQUITAS
VALLE VIEJO,SUMALAO
AMBATO,EL RODEO
AMBATO,AGUA VERDE
AMBATO,BISCOTAL
AMBATO,CORRALITA
AMBATO,EL MOLINITO
